STATISTIC Label,Quarter,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Finglas, Dublin 11",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Glasnevin, Dublin 11",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Meakstown, Dublin 11",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"St Margarets Road, Dublin 11",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Dublin 12,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Crumlin, Dublin 12",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Drimnagh, Dublin 12",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Kimmage, Dublin 12",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Walkinstown, Dublin 12",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Dublin 13,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Baldoyle, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Balgriffin, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Clongriffin, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Donaghmede, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Sutton, Dublin 13",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Dublin 14,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Churchtown, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Clonskeagh, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Dundrum, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Goatstown, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Rathfarnham, Dublin 14",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Dublin 15,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ashtown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Blanchardstown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Carpenterstown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Castleknock, Dublin 15",Euro,1877.86
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Clonee, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Clonsilla, Dublin 15",Euro,1706.2
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Coolmine, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Mulhuddart, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ongar, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Porterstown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Royal Canal Park, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Tyrrelstown, Dublin 15",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Dublin 16,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballinteer, Dublin 16",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Dundrum, Dublin 16",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Knocklyon, Dublin 16",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Rathfarnham, Dublin 16",Euro,2201.17
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Sandyford, Dublin 16",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Dublin 17,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Malahide Road, Dublin 17",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Northern Cross, Dublin 17",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Dublin 18,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Cabinteely, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Carrickmines, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Foxrock, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Leopardstown, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Sandyford, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Stepaside, Dublin 18",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Dublin 20,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Chapelizod, Dublin 20",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Palmerstown, Dublin 20",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Clondalkin, Dublin 22",Euro,1716.32
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Dublin 24,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballycullen, Dublin 24",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Citywest, Dublin 24",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Firhouse, Dublin 24",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Tallaght, Dublin 24",Euro,1823.22
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Galway,Euro,1327.52
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Galway City,Euro,1485.66
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Athenry, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballinasloe, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballybane, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballybrit, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Barna, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Bohermore, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Claregalway, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Clifden, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Doughiska, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Gort, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Headford, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Knocknacarra, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Loughrea, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Mervue, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Monivea, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Moycullen, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Newcastle, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Oranmore, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Oughterard, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Portumna, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Rahoon, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Renmore, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Roscam, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Salthill, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Tuam, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Wellpark, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Woodquay, Galway",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Kerry,Euro,988.29
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Castleisland, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Dingle, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Kenmare, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Killarney, Kerry",Euro,1004.4
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Killorglin, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Listowel, Kerry",Euro,890.76
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Tralee, Kerry",Euro,1028.64
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Kildare,Euro,1526.84
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Kildare Town,Euro,1339.42
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Athy, Kildare",Euro,1181.7
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Castledermot, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Celbridge, Kildare",Euro,1610.01
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Clane, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Kilcock, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Kilcullen, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Kill, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Leixlip, Kildare",Euro,1582.48
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Maynooth, Kildare",Euro,1734.52
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Monasterevin, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Naas, Kildare",Euro,1743.74
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Newbridge, Kildare",Euro,1354.81
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Rathangan, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Sallins, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Kilkenny,Euro,1024.02
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Kilkenny City,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Callan, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Castlecomer, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Freshford, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Kells, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Thomastown, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Laois,Euro,1059.38
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Mountmellick, Laois",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Mountrath, Laois",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Portarlington, Laois",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Portlaoise, Laois",Euro,1083
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Leitrim,Euro,788.78
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Carrick-On-Shannon, Leitrim",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Manorhamilton, Leitrim",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Limerick,Euro,1222.03
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Limerick City,Euro,1308.08
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Abbeyfeale, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Annacotty, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Castleconnell, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Castletroy, Limerick",Euro,1428.01
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Corbally, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Dock Road, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Dooradoyle, Limerick",Euro,1284.75
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Glen, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Kilmallock, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Newcastle West, Limerick",Euro,969.08
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Old Cratloe Road, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Raheen, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Longford,Euro,863.65
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Longford Town,Euro,904.71
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballymahon, Longford",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Edgeworthstown, Longford",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Newtownforbes, Longford",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Louth,Euro,1309.52
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ardee, Louth",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Drogheda, Louth",Euro,1378.37
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Dundalk, Louth",Euro,1285.88
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Louth Town,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Mayo,Euro,930.32
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballina, Mayo",Euro,932.68
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballinrobe, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballyhaunis, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Belmullet, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Castlebar, Mayo",Euro,1046.56
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Charlestown, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Claremorris, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Foxford, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Swinford, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Westport, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Meath,Euro,1414.12
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ashbourne, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Athboy, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Bettystown, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Clonee, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Drogheda, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Duleek, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Dunboyne, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Dunshaughlin, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Enfield, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Kells, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Laytown, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Navan, Meath",Euro,1427.97
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ratoath, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Stamullen, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Trim, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Monaghan,Euro,843.67
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballybay, Monaghan",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Carrickmacross, Monaghan",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Castleblayney, Monaghan",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Monaghan Town,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Offaly,Euro,1020.64
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Banagher, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Birr, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Clara, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Edenderry, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Tullamore, Offaly",Euro,1152
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Roscommon,Euro,927.08
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Roscommon Town,Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Athlone, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Ballaghaderreen, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Boyle, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Castlerea, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,"Strokestown, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,Three bed,Semi detached house,Sligo,Euro,969.12
